Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
link0,0.298723185372181,0.125183936781969,-0.113715129178132,0,0,0,36.7035981731794,9.73381890786075,0.000160125272711892,2.19564408008489E-07,0.891257414853354,-0.000227508420568495,9.5986844838261,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link0.STL,1,1,1,1,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link0.STL,,转盘-1;BASE-1;基座_1-1;关节一支撑-1;基座顶盖_1-1;板子1-1;树莓派-1;传送带-1,coordinnate0,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link1,0.000497391616295806,4.45935440505455E-07,-0.00573159337285223,0,0,0,0.1489414191866,7.14443720727287E-05,2.91156160207487E-06,-3.7045419990129E-06,4.5433475868891E-05,-4.54927395596475E-07,8.10157446237737E-05,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link1.STL,1,1,1,1,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link1.STL,,DM-J4310-1;DM_shaft_extension-2;link1_2-1;link1_2_holder-1,coordinnate1,line1,joint1,revolute,0.124999999999995,0.125000000000034,0.1055,0,0,0,link0,0,0,-1,0,0.1,-3.14,3.14,,,,,,,,
link2,0.110478393739343,0.0171528156512473,-0.024036698269772,0,0,0,0.511219040543558,0.00031335734500024,-0.000541130398297199,-1.9132932863462E-08,0.00246254013905679,-3.66652071055823E-08,0.00266671673580003,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link2.STL,1,1,1,1,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link2.STL,,DM-J4310-2;DM_adapter-1;DM_larger_extension(nut)-1;6803zz-1;DM_shaft_extension-3;link2_3_shell_1-1;link2_3_shell_1-2;link2_3_stuff-1;link2_3_shell_2-2;link2_3_shell_2-1,coordinnate2,line2,joint2,revolute,0.0225803798520988,-0.0220337569588361,0.0489000000003376,1.5707963267949,0,0.111028214146299,link1,0,0,-1,0,0.1,-3.14,3.14,,,,,,,,
link3,-0.0602442337639905,0.0838443251780994,-0.0240163415396901,0,0,0,0.489058615353727,0.00207872833180645,0.000568534223762861,4.15748533644595E-08,0.00037578241588752,3.86287507981865E-09,0.00233358466476932,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link3.STL,1,1,1,1,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link3.STL,,DM-J4310-3;DM_adapter-2;DM_larger_extension(nut)-2;6803zz-2;link3_4_shell_1_R-1;DM_shaft_extension-4;link3_4_shell_1_L-1;link3_4_shell_2-1;link3_4_stuff-1;link3_4_shell_2-2,coordinnate3,line3,joint3,revolute,0.31372987976612,0.0556095676499454,0,0,0,-1.39536543135007,link2,0,0,-1,0,0.1,-3.14,3.14,,,,,,,,
link4,0.00879296710355848,0.0229941238291514,-0.0234886181095875,0,0,0,0.233427532257575,0.00018815166767764,-2.37983263258878E-05,-3.40106493586668E-09,0.00013643257043714,4.09756304996088E-08,0.000147601939175478,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link4.STL,1,1,1,1,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link4.STL,,DM-J4310-4;DM_adapter-3;DM_larger_extension(nut)-3;link4_5_shell-1;DM_shaft_extension-5;6803zz-3;YANTERS舵机-1,coordinnate4,line4,joint4,revolute,-0.119739543983627,0.269212264652694,0,0,0,-1.39405537845928,link3,0,0,-1,0,0.1,-3.14,3.14,,,,,,,,
link5,4.5102810375397E-15,-2.64233079860787E-14,0.000886092892656065,0,0,0,0.000616109516267945,1.53404132361036E-08,-2.05761177372566E-23,-2.48961977332855E-24,1.53404132361037E-08,-7.22490566276785E-24,2.93869699527221E-08,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link5.STL,1,1,1,1,0,0,0,0,0,0,package://ice_cream_0208.SLDASM/meshes/link5.STL,,舵盘-1,coordinnate5,line5,joint5,revolute,0.0250377384169529,0.0971256101915153,-0.0244999999998483,1.22364489414134,-1.5707963267949,0,link4,0,0,-1,0,0.1,-3.14,3.14,,,,,,,,
